------------ LogisticRegression ------------
Predict Proba:
 [  1.51176361e-37   9.82604330e-01   6.98536273e-15   1.54350036e-02
   4.17963398e-08   1.68216672e-03   2.78457461e-04] , [  1.81615156e-04   4.77638047e-08   2.65244743e-01   1.15182106e-02
   7.22309786e-01   2.13768074e-04   5.31829058e-04] , [  4.48820826e-16   8.45332418e-09   1.28447138e-02   1.34294392e-01
   5.24419118e-04   8.52193363e-01   1.43104515e-04] , [  9.76786365e-09   5.50219631e-08   6.40183122e-01   4.02807156e-02
   3.19535764e-01   3.31497219e-07   2.29059504e-09] , [  1.64258758e-28   8.20917585e-01   2.88785871e-08   1.78538831e-01
   5.43395481e-04   1.59181654e-07   2.61567927e-17] , [  4.31211936e-08   1.59969363e-05   5.19448431e-03   4.61091981e-01
   5.33530527e-01   1.66859737e-04   1.07840466e-07] , [  1.04284443e-04   1.96224983e-07   4.81203241e-03   6.08341611e-03
   9.88548830e-01   1.34796092e-06   4.49892900e-04] , [  6.98407836e-22   8.85280438e-07   1.60951482e-04   3.87258293e-10
   3.19262226e-04   1.43058511e-07   9.99518758e-01] , [  7.26287237e-01   3.94715146e-09   2.24499227e-05   2.51630629e-01
   2.20590926e-02   5.88104281e-07   1.88668529e-10] , [  3.41627360e-08   1.88146657e-07   2.63943410e-06   8.16881191e-01
   7.02446052e-02   1.12871342e-01   2.31568184e-12] , [  9.98022105e-07   4.63473560e-04   3.44884029e-07   8.99984891e-01
   9.95496650e-02   5.38252662e-07   8.92939140e-08] , [  3.25733433e-06   5.08801834e-04   1.89990445e-07   9.67499524e-01
   1.17717749e-02   2.02164514e-02   1.15629943e-11] , [  4.61726609e-06   1.70122805e-04   9.70060139e-07   8.99223137e-01
   1.00590105e-01   1.10470954e-05   6.42887684e-11] , [  6.11948869e-14   7.79027996e-07   1.21889483e-03   1.66877559e-01
   2.28052963e-03   8.29576043e-01   4.61936378e-05] , [  1.21194304e-05   1.74795227e-05   8.47453378e-09   1.42645071e-01
   2.15082397e-03   8.55174497e-01   4.15926827e-10] , [  7.87029641e-05   1.48581975e-04   7.50817314e-07   9.80728229e-01
   1.90195941e-02   2.41369644e-05   3.68081051e-09] , [  9.59403091e-28   1.55447396e-03   5.48166282e-02   3.45937661e-10
   3.50105284e-03   1.27368191e-09   9.40127843e-01] , [  2.95066590e-21   1.55685008e-06   5.79092953e-03   4.00462312e-10
   2.24777097e-03   1.74964330e-04   9.91784778e-01] , [  4.79573576e-07   2.05152454e-11   1.91582417e-03   7.66891167e-02
   8.10923556e-03   9.13283734e-01   1.60976771e-06] , [  3.49481166e-05   1.61313167e-07   1.45632987e-01   6.59931140e-02
   7.86964857e-01   1.37390471e-03   2.84968900e-08] , [  1.17644182e-37   9.75567031e-01   9.02349851e-11   2.44295527e-02
   5.11430713e-07   2.71796658e-06   1.87048760e-07] , [  4.35685181e-10   1.56069049e-04   6.47140348e-06   9.98412355e-01
   1.41491069e-03   1.01933515e-05   1.15834622e-14] , [  1.07072386e-28   3.00408234e-05   6.98498954e-04   1.53510230e-11
   7.41364452e-04   1.23624934e-05   9.98517733e-01] , [  2.90586768e-02   1.32206570e-08   3.38056347e-02   1.19589616e-01
   8.02596219e-01   1.49109532e-02   3.88871390e-05] , [  3.57915277e-11   4.85390027e-07   6.77158036e-01   4.05252002e-02
   2.82281122e-01   3.46292384e-05   5.27372104e-07] , [  6.50563701e-01   4.97242916e-08   3.18917224e-05   2.95605950e-01
   5.37973154e-02   1.09247551e-06   5.18984150e-12] , [  1.63877952e-04   1.01118687e-07   4.34515063e-03   4.63815772e-03
   9.88739590e-01   1.14705944e-05   2.10165201e-03] , [  1.47337032e-18   1.25122528e-07   3.92907350e-03   3.50272041e-10
   1.14469658e-03   5.47390266e-07   9.94925557e-01] , [  5.23822375e-07   8.04330668e-09   8.43639605e-01   2.51915094e-02
   1.31011816e-01   2.04664196e-06   1.54491009e-04] , [  5.44658317e-07   8.67343432e-04   2.78511430e-07   9.84526288e-01
   1.45833591e-02   2.21858983e-05   1.66189914e-10] , [  2.10515409e-04   7.24945529e-08   4.47721071e-03   4.17892052e-03
   9.86951819e-01   2.55957434e-05   4.15586564e-03] , [  1.18213927e-06   5.80977496e-08   1.17547621e-01   3.81826981e-01
   5.00623768e-01   2.54281813e-09   3.86805061e-07] , [  1.04015376e-10   5.15650158e-08   7.38023920e-01   7.43374266e-02
   1.82193385e-01   1.55280840e-07   5.44506142e-03] , [  1.11341627e-02   7.66756204e-07   3.52232432e-08   1.22892690e-01
   8.61591393e-03   8.57356165e-01   2.66551850e-07] , [  1.67106252e-05   2.07469085e-05   1.16193061e-05   7.95600781e-01
   3.01819012e-02   1.74168241e-01   6.41028310e-11] , [  6.81703801e-01   6.86368472e-09   1.49817126e-06   2.97066274e-01
   2.12244934e-02   3.92661197e-06   1.95696271e-11] , [  2.32550693e-33   9.38897146e-01   3.80330554e-12   6.10934179e-02
   6.39427746e-07   8.79656281e-06   4.53366380e-10] , [  6.52382097e-05   2.99633211e-07   5.15801243e-02   3.35996148e-01
   5.84284131e-01   2.80735362e-02   5.22455734e-07] , [  8.19834479e-01   2.35616826e-09   1.62010442e-06   1.48451498e-01
   3.16800043e-02   3.23883630e-05   8.32986144e-09] , [  1.98493166e-03   1.34458978e-08   7.80376606e-01   2.63435021e-03
   2.14598840e-01   2.32925257e-05   3.81966742e-04] , [  5.98977054e-01   6.19424795e-08   3.59651231e-06   3.31740634e-01
   6.92767116e-02   1.94229600e-06   1.42577531e-13] , [  9.62988551e-10   3.35620751e-08   1.58642510e-04   1.50047641e-01
   2.41758025e-02   8.25617295e-01   5.84149505e-07] , [  4.83908480e-27   3.07585941e-06   1.32895955e-04   8.13606004e-12
   3.89676449e-04   2.11385175e-07   9.99474140e-01] , [  2.89450980e-31   9.62735927e-01   1.84591897e-08   3.69740228e-02
   3.90361940e-05   2.50995204e-04   4.08300637e-11] , [  7.38369473e-01   4.37370840e-09   3.45231339e-04   2.33742352e-01
   2.75353643e-02   7.57363738e-06   1.39362828e-09] , [  4.91855626e-30   9.46095644e-01   1.66815900e-10   5.04730436e-02
   1.18138467e-07   3.43100973e-03   1.84765199e-07] , [  1.31458368e-06   6.98471014e-06   1.91165502e-08   1.60283706e-01
   7.76657230e-04   8.38931318e-01   3.54116824e-10] , [  2.47787983e-04   6.88272331e-08   6.74259465e-03   4.82947340e-03
   9.85175442e-01   7.69775998e-06   2.99693495e-03] , [  5.12894687e-07   1.44043761e-03   6.27825266e-08   9.79681942e-01
   1.70706925e-02   1.80635181e-03   4.28722785e-11] , [  6.43168125e-19   5.47531469e-08   1.74834631e-04   1.79576252e-10
   8.74094582e-04   6.91438264e-05   9.98881872e-01] , [  2.03521116e-05   5.22078733e-06   3.74638184e-03   8.54183556e-01
   1.42044474e-01   1.50054096e-08   8.67178026e-11] , [  4.36043015e-31   2.53989818e-06   8.88017728e-03   7.97240191e-12
   8.16115649e-05   3.38884729e-07   9.91035332e-01] , [  8.31770780e-07   5.59572143e-08   6.58507358e-01   1.04252551e-02
   3.31028618e-01   1.06501070e-05   2.72311441e-05] , [  1.07631467e-19   4.18133267e-07   8.09702715e-04   2.70144614e-10
   4.35132369e-03   2.33237458e-04   9.94605318e-01] , [  7.73703515e-31   3.35702947e-04   7.52899372e-03   1.04232403e-10
   1.75072169e-03   9.24318784e-10   9.90384581e-01] , [  2.44857853e-35   9.59993259e-01   1.37673556e-11   3.99912996e-02
   6.00986847e-07   1.48350665e-05   5.72025892e-09] , [  5.78354748e-08   6.02432634e-07   1.53929385e-02   4.49327511e-01
   5.35273097e-01   5.74872186e-06   4.40349371e-08] , [  1.78686434e-08   3.60249228e-09   7.20019304e-01   1.68600903e-02
   2.63033809e-01   8.63324843e-05   4.42466435e-07] , [  1.30062284e-04   8.25140557e-09   8.69098491e-01   5.57291659e-03
   1.25133528e-01   2.02978462e-06   6.29637644e-05] , [  3.71980636e-23   7.88405748e-01   1.85978915e-09   2.11415168e-01
   1.64490467e-04   1.45914778e-05   5.67604873e-17] , [  9.66852833e-07   1.51365098e-08   2.98128351e-01   3.08958083e-01
   3.92911634e-01   9.48197917e-07   1.36745137e-09] , [  7.32418518e-01   1.11690990e-08   4.31066906e-05   2.33553670e-01
   3.39845895e-02   1.04136350e-07   2.91471328e-10] , [  7.09315956e-07   4.60109097e-06   1.33898111e-07   1.34267933e-01
   1.31546162e-02   8.52571957e-01   5.02215248e-08] , [  1.62578753e-08   1.66006065e-05   9.12114098e-08   1.47345827e-01
