------------ LogisticRegression ------------
Predict Proba:
 [  8.32893592e-01   1.08191489e-01   6.09568647e-13   4.01840584e-02
   1.59297326e-03   2.94959334e-07   1.71375920e-02] , [  7.01442890e-01   2.98754683e-03   6.40010403e-11   1.91662855e-03
   9.52851791e-04   3.71038751e-11   2.92700083e-01] , [  1.01226513e-01   3.10633440e-02   2.69827087e-13   2.88904557e-02
   1.70470458e-01   8.62829484e-10   6.68349229e-01] , [  6.75943739e-01   2.58130720e-03   2.00657108e-17   3.86762585e-03
   1.07871399e-01   6.33189214e-07   2.09735296e-01] , [  2.04890323e-02   6.94645173e-02   3.78214562e-16   6.94579186e-02
   4.41996216e-01   2.22902277e-08   3.98592293e-01] , [  7.68068865e-01   2.22303946e-01   1.83693596e-11   4.10667864e-03
   1.31371499e-03   8.50226561e-09   4.20678658e-03] , [  8.09108594e-04   4.56238183e-01   2.51908513e-12   5.09207274e-01
   2.71345067e-03   1.26526447e-08   3.10319706e-02] , [  6.40044395e-07   1.10193858e-03   8.79603707e-06   1.59471124e-01
   1.38611107e-01   6.97364875e-01   3.44151988e-03] , [  5.06313178e-01   1.65122965e-03   1.52117726e-17   5.96722813e-03
   1.54644321e-01   1.67109170e-07   3.31423877e-01] , [  3.25646559e-01   4.95724058e-01   2.50728473e-11   9.77867771e-02
   4.98652159e-03   3.88945675e-10   7.58560834e-02] , [  2.23349345e-01   7.10809628e-01   6.79556756e-12   2.90385368e-03
   5.28810348e-02   4.85620027e-12   1.00561384e-02] , [  6.60738463e-01   2.77199332e-01   4.34748325e-12   1.58633746e-02
   7.75950428e-03   2.32288173e-10   3.84393258e-02] , [  8.84743412e-01   7.22723246e-03   1.84051197e-16   1.26745588e-02
   4.93865225e-02   5.85510811e-03   4.01131663e-02] , [  8.42139170e-01   5.02191547e-02   4.34359624e-14   2.43483982e-02
   8.28704846e-03   2.41151272e-08   7.50062046e-02] , [  7.88958210e-01   6.44453624e-02   1.77873836e-11   5.95725258e-03
   3.19102981e-03   2.51697504e-12   1.37448146e-01] , [  1.57293669e-03   6.58868745e-01   4.71812816e-10   3.21147700e-01
   1.82417314e-03   5.51046155e-10   1.65864439e-02] , [  2.68370585e-01   8.17362331e-02   4.92170712e-03   4.12636009e-02
   5.58138840e-04   3.28007622e-12   6.03149735e-01] , [  9.39858032e-02   1.81871591e-01   1.75737068e-09   9.67154818e-02
   2.02102583e-01   1.43924447e-06   4.25323099e-01] , [  6.62117587e-01   1.60708027e-01   1.32984403e-14   3.56742761e-03
   1.15835090e-01   2.45631453e-10   5.77718685e-02] , [  7.26808495e-01   6.85425838e-03   1.13066069e-13   5.04076658e-03
   4.28270868e-02   7.77611813e-08   2.18469315e-01] , [  7.82138512e-05   4.50028126e-01   6.91463441e-13   4.77738636e-01
   9.05139346e-03   6.24416010e-10   6.31036295e-02] , [  8.55951712e-01   8.46455955e-02   2.79498186e-13   6.44817678e-04
   2.54187561e-02   5.13667536e-11   3.33391186e-02] , [  8.88416834e-01   4.70915952e-02   5.52981826e-15   3.82039973e-02
   5.05270029e-03   1.33032643e-05   2.12215702e-02] , [  1.31852827e-01   8.24285136e-03   2.23364569e-13   7.46118419e-03
   2.26961743e-01   1.78947961e-10   6.25481394e-01] , [  8.08749266e-01   1.64571834e-01   8.88876821e-12   1.40673682e-03
   6.41487630e-03   3.52626642e-11   1.88572875e-02] , [  3.15525801e-01   1.09757053e-01   7.88202772e-13   2.20739713e-01
   6.98002827e-03   2.69712005e-09   3.46997402e-01] , [  8.54898900e-01   9.09146576e-02   1.13365180e-12   4.63404984e-03
   6.73621494e-03   2.94111432e-10   4.28161769e-02] , [  1.27494755e-01   5.16802128e-03   5.30781532e-21   5.18716081e-03
   5.17332167e-01   5.78020647e-09   3.44817890e-01] , [  2.04167857e-02   8.57159710e-01   6.62405385e-08   8.24647872e-02
   8.50287697e-04   1.28910938e-13   3.91083635e-02] , [  8.80427762e-01   6.36353966e-02   7.33756999e-14   3.38457939e-02
   2.43187732e-03   1.62959570e-06   1.96575406e-02] , [  2.05227583e-01   6.22022992e-01   2.25513609e-12   1.08469828e-01
   1.37196368e-02   3.84972889e-09   5.05599565e-02] , [  5.66981189e-03   1.44263480e-02   2.49943013e-16   2.52584819e-02
   6.34003876e-01   1.28873000e-05   3.20628595e-01] , [  6.96148859e-01   6.14414579e-02   8.08157789e-14   1.88531756e-01
   3.55850585e-03   1.67082917e-05   5.03027122e-02] , [  2.74708797e-01   1.54528186e-01   2.69130716e-13   1.11342421e-01
   8.17861365e-02   2.25799645e-08   3.77634438e-01] , [  3.18203771e-01   4.07135074e-01   1.71293362e-11   5.55423759e-02
   1.37715319e-02   2.08195319e-11   2.05347247e-01] , [  1.43867161e-02   6.74022222e-02   5.27832288e-14   3.47697044e-01
   7.23955922e-02   1.53288830e-07   4.98118272e-01] , [  5.58589459e-02   6.88277550e-01   3.57410206e-11   2.51322860e-01
   9.74176201e-04   1.86344098e-07   3.56628191e-03] , [  1.54544740e-03   5.88946430e-02   9.53547011e-17   3.69344726e-02
   6.48488134e-01   1.38287036e-07   2.54137164e-01] , [  7.32541162e-01   1.46671208e-01   1.17298940e-13   1.20014359e-02
   2.99162215e-02   5.73329102e-10   7.88699726e-02] , [  9.33423959e-03   5.54725075e-02   4.90057608e-11   7.11165240e-02
   3.28735753e-02   1.06185357e-12   8.31203154e-01] , [  9.06656854e-01   7.18567178e-02   8.55231436e-14   6.97693256e-03
   3.78569417e-03   6.24112041e-07   1.07231771e-02] , [  7.97241289e-01   1.82781542e-01   2.91843756e-11   1.83196740e-03
   3.23489455e-03   4.48120837e-11   1.49103077e-02] , [  1.67760092e-04   3.25666015e-03   4.83087508e-01   7.32683388e-03
   9.02240239e-03   4.97047730e-01   9.11062531e-05] , [  7.42519206e-04   5.42808798e-01   6.53348240e-13   4.15815294e-01
   9.29998009e-03   6.88114297e-09   3.13334017e-02] , [  7.61184174e-01   2.60320627e-02   4.53761131e-10   1.82062334e-03
   2.27320546e-02   2.08044346e-10   1.88231084e-01] , [  5.42897386e-02   8.90548955e-02   2.65096811e-16   1.18824993e-02
   5.73131027e-01   5.89878960e-10   2.71641839e-01] , [  8.16044466e-03   9.03070257e-02   3.55567876e-13   8.57618180e-02
   1.03096210e-01   1.63767244e-11   7.12674502e-01] , [  4.61389035e-01   3.40957691e-01   9.99675762e-13   4.00138480e-02
   2.90180295e-02   3.30410723e-10   1.28621396e-01] , [  7.12157755e-04   6.77785393e-01   4.09184729e-12   2.68140018e-01
   1.37993410e-02   1.59048570e-10   3.95630901e-02] , [  8.53356900e-01   3.54086847e-02   8.76026005e-11   1.57652984e-03
   3.06804994e-02   8.97581156e-09   7.89773769e-02] , [  7.79938947e-01   1.12507885e-01   1.81512358e-12   1.19035975e-02
   7.94477814e-03   1.04029582e-10   8.77047922e-02] , [  2.16747079e-02   9.42742872e-01   8.67965129e-06   7.05610365e-03
   1.53743243e-03   1.90090398e-17   2.69802046e-02] , [  1.36596869e-03   6.26802313e-01   5.99523577e-10   2.55711221e-01
   4.53518230e-03   4.54479557e-12   1.11585315e-01] , [  7.32877683e-01   1.94373567e-01   4.57472335e-10   2.95765925e-03
   2.80653105e-03   1.20391676e-13   6.69845592e-02] , [  6.34378192e-02   2.66787238e-02   1.22317602e-17   4.25294554e-02
   6.34425169e-01   1.15200834e-05   2.32917313e-01] , [  7.64179826e-01   4.14521623e-02   1.40305102e-14   2.05072905e-02
   2.16554670e-02   4.57297311e-09   1.52205250e-01] , [  8.14434655e-01   4.65226867e-02   3.59698980e-13   6.32281740e-03
   9.77886309e-03   8.38958684e-11   1.22940978e-01] , [  2.06138103e-01   7.56377183e-01   5.13816947e-08   3.62809234e-02
   3.69342731e-04   6.98274450e-10   8.34395982e-04] , [  8.73486321e-01   4.87795533e-02   2.95464649e-17   4.51640828e-03
   2.69006310e-02   1.26137547e-09   4.63170847e-02] , [  8.52163042e-01   9.53963615e-02   7.22276704e-14   4.10807674e-03
   1.70644631e-02   2.22992882e-09   3.12680546e-02] , [  5.60731912e-01   6.97880393e-02   8.59519911e-12   4.65983558e-02
   3.62599340e-03   2.29352153e-11   3.19255700e-01] , [  8.26226561e-01   4.86082531e-02   2.15222001e-13   3.93871452e-03
   1.45730254e-02   7.21593626e-11   1.06653446e-01] , [  7.33189874e-03   8.94945981e-01   3.38826746e-09   3.76382887e-02
   7.09992489e-03   2.89152206e-14   5.29839031e-02] , [  2.54689341e-03   2.96601968e-01   7.09629318e-10   1.14682761e-01
   1.28952472e-02   5.96683706e-14   5.73273129e-01] , [  3.05062727e-02   6.46326212e-02   5.79117182e-07   9.62468447e-02
   5.62725358e-04   2.88148632e-15   8.08050957e-01] , [  4.44386400e-01   4.81784595e-03   3.36853247e-17   1.55795520e-02
   6.47512258e-02   5.04261155e-10   4.70464976e-01] , [  4.30320379e-01   3.66150066e-01   2.34205385e-11   2.28544630e-02
   1.41275857e-02   3.61479610e-12   1.66547506e-01] , [  7.58645786e-03   8.18281498e-01   1.76243072e-11   1.37143033e-01
   1.05689773e-02   1.54333445e-10   2.64200334e-02] , [  3.68051993e-01   1.94232357e-01   5.14612965e-07   3.41144307e-02
   2.06267577e-04   7.40993764e-16   4.03394436e-01] , [  1.55495384e-03   5.63154377e-01   2.80382179e-12   3.85438682e-01
